encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
1,0,0,0,1,0,0,1,1,1,1,11.04
1,0,0,0,0,1,0,1,1,1,0,12.45
1,0,0,0,1,0,0,0,1,1,1,11.51
1,0,0,0,0,0,1,1,0,1,0,17.55
1,0,0,1,0,0,0,1,1,0,0,11.55
1,0,1,0,0,0,0,1,1,1,0,12.49
1,1,0,0,1,0,0,0,1,1,0,11.41
1,1,0,0,0,1,0,1,0,1,0,10.76
1,1,0,0,0,0,1,1,1,0,0,10.29
1,1,0,0,0,1,0,1,1,0,0,63.71
1,1,0,0,1,0,0,1,1,1,1,11.52
1,1,1,0,0,0,0,1,1,0,0,10.76
1,1,0,0,1,0,0,0,1,1,1,11.03
1,1,0,0,1,0,0,1,1,0,0,11.01
1,1,0,0,0,1,0,0,1,1,0,11.57
1,1,0,0,0,0,1,1,0,1,0,9.23
1,1,1,0,0,0,0,1,0,0,0,90.61
1,1,0,1,0,0,0,1,0,1,0,12.39
1,1,0,0,1,0,0,1,0,1,0,10.31
1,1,0,0,0,0,1,0,1,1,0,10.24
1,1,0,0,1,0,0,1,0,1,1,15.14
1,1,0,0,1,0,0,1,1,0,1,63.43
1,1,0,0,1,0,0,0,1,0,0,107.2
1,1,1,0,0,0,0,0,0,1,0,7.97
0,1,0,0,1,0,0,1,0,1,0,11.61
1,1,1,0,0,0,0,0,1,0,0,9.78
0,1,0,0,0,1,0,1,1,0,0,12.2
1,1,0,0,0,0,1,0,0,1,0,15.21
1,1,0,1,0,0,0,0,1,0,0,12.18
1,1,0,0,0,0,1,0,1,0,0,17.54
1,1,0,1,0,0,0,1,0,0,0,15.65
1,1,0,0,1,0,0,1,0,0,0,10.75
1,0,0,0,0,1,0,1,1,0,0,11.01
1,1,0,1,0,0,0,0,0,0,0,8.01
1,1,0,0,1,0,0,0,0,0,0,7.77
1,1,0,0,0,1,0,0,0,0,0,7.23
1,1,0,0,0,0,1,0,0,0,0,8.0
1,1,0,0,0,0,1,1,0,0,0,12.48
1,1,0,0,1,0,0,0,0,0,1,7.44
1,0,1,0,0,0,0,1,0,0,0,10.97
1,0,1,0,0,0,0,0,1,0,0,8.06
1,0,1,0,0,0,0,0,0,1,0,7.99
1,0,0,0,1,0,0,1,0,0,0,10.79
1,0,0,0,1,0,0,0,1,0,0,7.99
1,0,0,0,1,0,0,0,0,1,0,11.61
1,0,0,0,0,1,0,1,0,0,0,10.83
1,0,0,0,0,1,0,0,1,0,0,11.56
1,0,0,0,0,1,0,0,0,1,0,10.29
1,0,0,0,0,0,1,1,0,0,0,7.09
1,0,0,0,0,0,1,0,1,0,0,8.0
1,0,0,0,0,0,1,0,0,1,0,7.26
1,0,0,1,0,0,0,1,0,1,0,7.97
1,0,0,0,1,0,0,1,0,0,1,11.02
1,0,0,1,0,0,0,0,1,1,0,8.0
1,0,0,0,1,0,0,0,1,0,1,7.95
1,0,0,0,1,0,0,0,0,1,1,10.79
0,1,1,0,0,0,0,1,0,0,0,7.23
0,1,1,0,0,0,0,0,1,0,0,63.35
0,1,1,0,0,0,0,0,0,1,0,63.32
0,1,0,1,0,0,0,0,0,1,0,60.59
0,1,0,0,1,0,0,1,0,0,0,10.78
0,1,0,0,1,0,0,0,1,0,0,12.89
0,1,0,0,0,1,0,1,0,0,0,11.41
0,1,0,0,0,1,0,0,1,0,0,9.44
0,1,0,0,0,1,0,0,0,1,0,15.94
0,1,0,0,0,0,1,1,0,0,0,15.98
0,1,0,0,0,0,1,0,1,0,0,60.55
0,1,0,0,0,0,1,0,0,1,0,7.99
0,1,0,1,0,0,0,1,0,1,0,9.21
0,1,0,0,1,0,0,1,0,0,1,16.03
0,1,0,0,1,0,0,0,1,0,1,7.17
0,1,0,0,1,0,0,0,0,1,1,63.64
0,0,1,0,0,0,0,1,1,0,0,10.78
0,0,1,0,0,0,0,0,1,1,0,11.54
0,0,0,1,0,0,0,1,0,1,0,90.74
0,0,0,1,0,0,0,0,1,1,0,10.75
0,0,0,0,1,0,0,1,1,0,0,11.53
0,0,0,0,1,0,0,1,0,1,0,11.58
0,0,0,0,1,0,0,0,1,1,0,10.74
0,0,0,0,0,1,0,1,1,0,0,11.53
0,0,0,0,0,1,0,1,0,1,0,8.25
0,0,0,0,0,1,0,0,1,1,0,8.26
0,0,0,0,0,0,1,1,1,0,0,11.35
0,0,0,0,0,0,1,1,0,1,0,11.54
0,0,0,0,0,0,1,0,1,1,0,106.99
0,0,1,0,0,0,0,1,1,1,0,8.22
0,0,0,0,1,0,0,1,1,0,1,7.45
0,0,0,0,1,0,0,1,0,1,1,10.77
0,0,0,0,0,1,0,1,1,1,0,8.17
0,0,0,1,0,0,0,1,1,1,0,8.25
0,0,0,0,1,0,0,1,1,1,0,11.54
0,1,0,0,0,0,1,0,1,1,0,11.52
0,1,0,0,0,0,1,1,0,1,0,12.48
0,1,0,0,0,0,1,1,1,0,0,17.55
0,1,0,0,1,0,0,0,1,1,1,9.49
0,0,0,0,1,0,0,1,1,1,1,13.58
0,1,1,0,0,0,0,0,1,1,0,17.48
0,1,1,0,0,0,0,1,1,0,0,12.43
0,1,1,0,0,0,0,1,0,1,0,9.53
0,1,0,1,0,0,0,0,1,1,0,13.59
0,1,0,1,0,0,0,1,1,0,0,63.58
0,1,0,0,1,0,0,1,0,1,1,15.96
0,1,0,0,1,0,0,0,1,1,0,104.11
0,1,0,0,1,0,0,1,1,0,0,106.54
1,0,0,0,0,0,1,1,1,0,0,60.46
1,0,0,0,0,0,1,0,1,1,0,10.77
1,0,0,0,0,1,0,0,1,1,0,90.66
1,0,1,0,0,0,0,0,1,1,0,60.54
1,0,0,0,0,1,0,1,0,1,0,103.82
1,0,0,0,1,0,0,0,1,1,0,90.71
1,0,1,0,0,0,0,1,1,0,0,60.54
1,0,1,0,0,0,0,1,0,1,0,12.17
1,0,0,0,1,0,0,1,0,1,0,87.62
1,0,0,0,1,0,0,1,1,0,0,12.86
1,0,0,0,1,0,0,1,0,1,1,103.21
1,0,0,0,1,0,0,1,1,0,1,9.24
1,1,0,0,1,0,0,0,0,1,0,8.0
1,1,0,1,0,0,0,0,0,1,0,11.55
1,1,0,0,1,0,0,0,1,0,1,8.28
1,1,0,0,0,1,0,1,0,0,0,8.24
1,1,0,0,0,1,0,0,1,0,0,9.23
1,1,0,0,0,1,0,0,0,1,0,12.52
1,1,0,0,1,0,0,0,0,1,1,17.54
