encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
0,0,0,0,1,0,0,0,1,0,1,0.04
0,0,0,0,1,0,0,0,0,1,1,0.04
0,0,0,0,0,0,1,1,1,1,0,0.21
0,1,0,0,0,0,1,1,1,1,0,0.22
0,1,0,0,1,0,0,1,1,1,0,0.04
0,1,1,0,0,0,0,1,1,1,0,0.04
0,1,0,1,0,0,0,1,1,1,0,0.03
0,1,0,0,1,0,0,1,1,1,1,0.04
0,1,0,0,0,1,0,0,1,1,0,0.05
0,1,0,0,0,1,0,1,0,1,0,0.04
0,1,0,0,1,0,0,1,1,0,1,0.03
1,0,0,0,1,0,0,1,1,1,0,2.97
1,0,0,1,0,0,0,1,1,1,0,2.97
1,0,0,0,1,0,0,1,1,1,1,2.95
1,0,0,0,0,1,0,1,1,1,0,2.97
1,0,0,0,1,0,0,0,1,1,1,2.96
1,0,0,0,0,0,1,1,0,1,0,2.98
1,0,0,1,0,0,0,1,1,0,0,2.97
1,0,1,0,0,0,0,1,1,1,0,2.98
1,1,0,0,1,0,0,0,1,1,0,2.97
1,1,0,0,0,1,0,1,0,1,0,2.97
1,1,0,0,0,0,1,1,1,0,0,2.96
1,1,0,0,0,1,0,1,1,0,0,3.14
1,1,0,0,1,0,0,1,1,1,1,2.97
1,1,1,0,0,0,0,1,1,0,0,2.96
1,1,0,0,1,0,0,0,1,1,1,2.97
1,1,0,0,1,0,0,1,1,0,0,2.95
1,1,0,0,0,1,0,0,1,1,0,2.95
1,1,0,0,0,0,1,1,0,1,0,0.04
1,1,1,0,0,0,0,1,0,0,0,3.15
1,1,0,1,0,0,0,1,0,1,0,2.95
1,1,0,0,1,0,0,1,0,1,0,2.95
1,1,0,0,0,0,1,0,1,1,0,2.97
1,1,0,0,1,0,0,1,0,1,1,2.97
1,1,0,0,1,0,0,1,1,0,1,3.14
1,1,0,0,1,0,0,0,1,0,0,3.14
1,1,1,0,0,0,0,0,0,1,0,0.04
0,1,0,0,1,0,0,1,0,1,0,2.95
1,1,1,0,0,0,0,0,1,0,0,0.05
0,1,0,0,0,1,0,1,1,0,0,2.96
1,1,0,0,0,0,1,0,0,1,0,2.96
1,1,0,1,0,0,0,0,1,0,0,2.97
1,1,0,0,0,0,1,0,1,0,0,2.97
1,1,0,1,0,0,0,1,0,0,0,2.98
1,1,0,0,1,0,0,1,0,0,0,2.96
1,0,0,0,0,1,0,1,1,0,0,2.95
1,1,0,1,0,0,0,0,0,0,0,0.03
1,1,0,0,1,0,0,0,0,0,0,0.03
1,1,0,0,0,1,0,0,0,0,0,0.03
1,1,0,0,0,0,1,0,0,0,0,0.04
1,1,0,0,0,0,1,1,0,0,0,0.04
1,1,0,0,1,0,0,0,0,0,1,0.04
1,0,1,0,0,0,0,1,0,0,0,2.95
1,0,1,0,0,0,0,0,1,0,0,0.03
1,0,1,0,0,0,0,0,0,1,0,0.03
1,0,0,0,1,0,0,1,0,0,0,2.97
1,0,0,0,1,0,0,0,1,0,0,0.04
1,0,0,0,1,0,0,0,0,1,0,2.96
1,0,0,0,0,1,0,1,0,0,0,2.94
1,0,0,0,0,1,0,0,1,0,0,2.95
1,0,0,0,0,1,0,0,0,1,0,2.95
1,0,0,0,0,0,1,1,0,0,0,0.03
1,0,0,0,0,0,1,0,1,0,0,0.04
1,0,0,0,0,0,1,0,0,1,0,0.03
1,0,0,1,0,0,0,1,0,1,0,0.04
1,0,0,0,1,0,0,1,0,0,1,2.97
1,0,0,1,0,0,0,0,1,1,0,0.03
1,0,0,0,1,0,0,0,1,0,1,0.04
1,0,0,0,1,0,0,0,0,1,1,2.95
0,1,1,0,0,0,0,1,0,0,0,0.03
0,1,1,0,0,0,0,0,1,0,0,3.15
0,1,1,0,0,0,0,0,0,1,0,3.13
0,1,0,1,0,0,0,0,0,1,0,0.22
0,1,0,0,1,0,0,1,0,0,0,2.96
0,1,0,0,1,0,0,0,1,0,0,0.04
0,1,0,0,0,1,0,1,0,0,0,2.96
0,1,0,0,0,1,0,0,1,0,0,0.04
0,1,0,0,0,1,0,0,0,1,0,2.98
0,1,0,0,0,0,1,1,0,0,0,2.98
0,1,0,0,0,0,1,0,1,0,0,0.24
0,1,0,0,0,0,1,0,0,1,0,0.03
0,1,0,1,0,0,0,1,0,1,0,0.04
0,1,0,0,1,0,0,1,0,0,1,2.96
0,1,0,0,1,0,0,0,1,0,1,0.04
0,1,0,0,1,0,0,0,0,1,1,3.14
0,0,1,0,0,0,0,1,1,0,0,2.97
0,0,1,0,0,0,0,0,1,1,0,2.95
0,0,0,1,0,0,0,1,0,1,0,3.15
0,0,0,1,0,0,0,0,1,1,0,2.95
0,0,0,0,1,0,0,1,1,0,0,2.97
0,0,0,0,1,0,0,1,0,1,0,2.97
0,0,0,0,1,0,0,0,1,1,0,2.97
0,0,0,0,0,1,0,1,1,0,0,2.95
0,0,0,0,0,1,0,1,0,1,0,0.04
0,0,0,0,0,1,0,0,1,1,0,0.04
0,0,0,0,0,0,1,1,1,0,0,2.95
0,0,0,0,0,0,1,1,0,1,0,2.95
0,0,0,0,0,0,1,0,1,1,0,3.15
0,0,1,0,0,0,0,1,1,1,0,0.04
0,0,0,0,1,0,0,1,1,0,1,0.04
0,0,0,0,1,0,0,1,0,1,1,2.95
0,0,0,0,0,1,0,1,1,1,0,0.04
0,0,0,1,0,0,0,1,1,1,0,0.04
0,0,0,0,1,0,0,1,1,1,0,2.97
0,1,0,0,0,0,1,0,1,1,0,2.96
0,1,0,0,0,0,1,1,0,1,0,2.97
0,1,0,0,0,0,1,1,1,0,0,2.99
0,1,0,0,1,0,0,0,1,1,1,0.05
0,0,0,0,1,0,0,1,1,1,1,0.06
0,1,1,0,0,0,0,0,1,1,0,2.97
0,1,1,0,0,0,0,1,1,0,0,2.96
0,1,1,0,0,0,0,1,0,1,0,0.05
0,1,0,1,0,0,0,0,1,1,0,0.05
0,1,0,1,0,0,0,1,1,0,0,3.14
0,1,0,0,1,0,0,1,0,1,1,2.98
0,1,0,0,1,0,0,0,1,1,0,0.24
0,1,0,0,1,0,0,1,1,0,0,3.15
1,0,0,0,0,0,1,1,1,0,0,0.22
1,0,0,0,0,0,1,0,1,1,0,2.96
1,0,0,0,0,1,0,0,1,1,0,3.14
1,0,1,0,0,0,0,0,1,1,0,0.22
1,0,0,0,0,1,0,1,0,1,0,0.24
1,0,0,0,1,0,0,0,1,1,0,3.15
1,0,1,0,0,0,0,1,1,0,0,0.22
1,0,1,0,0,0,0,1,0,1,0,2.96
1,0,0,0,1,0,0,1,0,1,0,0.24
1,0,0,0,1,0,0,1,1,0,0,0.05
1,0,0,0,1,0,0,1,0,1,1,0.24
1,0,0,0,1,0,0,1,1,0,1,0.04
1,1,0,0,1,0,0,0,0,1,0,0.04
1,1,0,1,0,0,0,0,0,1,0,2.97
1,1,0,0,1,0,0,0,1,0,1,0.04
1,1,0,0,0,1,0,1,0,0,0,0.04
1,1,0,0,0,1,0,0,1,0,0,0.06
1,1,0,0,0,1,0,0,0,1,0,2.97
1,1,0,0,1,0,0,0,0,1,1,2.96
