encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
1,0,1,0,0,0,0,1,1,1,0,11.54
1,1,0,0,1,0,0,0,1,1,0,11.72
1,1,0,0,0,1,0,1,0,1,0,9.87
1,1,0,0,0,0,1,1,1,0,0,9.43
1,1,0,0,0,1,0,1,1,0,0,94.03
1,1,0,0,1,0,0,1,1,1,1,9.76
1,1,1,0,0,0,0,1,1,0,0,10.04
1,1,0,0,1,0,0,0,1,1,1,9.28
1,1,0,0,1,0,0,1,1,0,0,9.43
1,1,0,0,0,1,0,0,1,1,0,9.91
1,1,0,0,0,0,1,1,0,1,0,8.42
1,1,1,0,0,0,0,1,0,0,0,161.24
1,1,0,1,0,0,0,1,0,1,0,12.11
1,1,0,0,1,0,0,1,0,1,0,9.42
1,1,0,0,0,0,1,0,1,1,0,9.19
1,1,0,0,1,0,0,1,0,1,1,16.54
1,1,0,0,1,0,0,1,1,0,1,91.24
1,1,0,0,1,0,0,0,1,0,0,161.88
1,1,1,0,0,0,0,0,0,1,0,6.29
0,1,0,0,1,0,0,1,0,1,0,9.77
1,1,1,0,0,0,0,0,1,0,0,8.84
0,1,0,0,0,1,0,1,1,0,0,11.88
1,1,0,0,0,0,1,0,0,1,0,16.54
1,1,0,1,0,0,0,0,1,0,0,11.71
1,1,0,0,0,0,1,0,1,0,0,16.14
1,1,0,1,0,0,0,1,0,0,0,16.97
1,1,0,0,1,0,0,1,0,0,0,9.88
1,0,0,0,0,1,0,1,1,0,0,9.37
1,1,0,1,0,0,0,0,0,0,0,6.08
1,1,0,0,1,0,0,0,0,0,0,6.25
1,1,0,0,0,1,0,0,0,0,0,6.24
1,1,0,0,0,0,1,0,0,0,0,6.25
1,1,0,0,0,0,1,1,0,0,0,13.15
1,1,0,0,1,0,0,0,0,0,1,6.33
1,0,1,0,0,0,0,1,0,0,0,9.37
1,0,1,0,0,0,0,0,1,0,0,6.11
1,0,1,0,0,0,0,0,0,1,0,5.41
1,0,0,0,1,0,0,1,0,0,0,9.92
1,0,0,0,1,0,0,0,1,0,0,5.28
1,0,0,0,1,0,0,0,0,1,0,9.99
1,0,0,0,0,1,0,1,0,0,0,9.42
1,0,0,0,0,1,0,0,1,0,0,9.77
1,0,0,0,0,1,0,0,0,1,0,9.24
1,0,0,0,0,0,1,1,0,0,0,6.29
1,0,0,0,0,0,1,0,1,0,0,5.28
1,0,0,0,0,0,1,0,0,1,0,6.29
1,0,0,1,0,0,0,1,0,1,0,6.07
1,0,0,0,1,0,0,1,0,0,1,9.35
1,0,0,1,0,0,0,0,1,1,0,6.21
1,0,0,0,1,0,0,0,1,0,1,6.29
1,0,0,0,1,0,0,0,0,1,1,9.32
0,1,1,0,0,0,0,1,0,0,0,5.36
0,1,1,0,0,0,0,0,1,0,0,84.63
0,1,1,0,0,0,0,0,0,1,0,84.03
0,1,0,1,0,0,0,0,0,1,0,81.16
0,1,0,0,1,0,0,1,0,0,0,9.91
0,1,0,0,1,0,0,0,1,0,0,13.11
0,1,0,0,0,1,0,1,0,0,0,11.78
0,1,0,0,0,1,0,0,1,0,0,8.99
0,1,0,0,0,1,0,0,0,1,0,17.1
0,1,0,0,0,0,1,1,0,0,0,16.06
0,1,0,0,0,0,1,0,1,0,0,81.46
0,1,0,0,0,0,1,0,0,1,0,5.3
0,1,0,1,0,0,0,1,0,1,0,8.66
0,1,0,0,1,0,0,1,0,0,1,16.87
0,1,0,0,1,0,0,0,1,0,1,6.21
0,1,0,0,1,0,0,0,0,1,1,93.1
0,0,1,0,0,0,0,1,1,0,0,9.36
0,0,1,0,0,0,0,0,1,1,0,10.03
0,0,0,1,0,0,0,1,0,1,0,163.82
0,0,0,1,0,0,0,0,1,1,0,10.02
0,0,0,0,1,0,0,1,1,0,0,9.91
0,0,0,0,1,0,0,1,0,1,0,9.12
0,0,0,0,1,0,0,0,1,1,0,10.1
0,0,0,0,0,1,0,1,1,0,0,10.04
0,0,0,0,0,1,0,1,0,1,0,6.52
0,0,0,0,0,1,0,0,1,1,0,6.46
0,0,0,0,0,0,1,1,1,0,0,10.02
0,0,0,0,0,0,1,1,0,1,0,10.04
0,0,0,0,0,0,1,0,1,1,0,116.34
0,0,1,0,0,0,0,1,1,1,0,6.58
0,0,0,0,1,0,0,1,1,0,1,6.5
0,0,0,0,1,0,0,1,0,1,1,9.01
0,0,0,0,0,1,0,1,1,1,0,6.43
0,0,0,1,0,0,0,1,1,1,0,6.47
0,0,0,0,1,0,0,1,1,1,0,10.03
0,1,0,0,0,0,1,0,1,1,0,10.09
0,1,0,0,0,0,1,1,0,1,0,11.47
0,1,0,0,0,0,1,1,1,0,0,17.07
0,1,0,0,1,0,0,0,1,1,1,8.8
0,0,0,0,1,0,0,1,1,1,1,13.65
0,1,1,0,0,0,0,0,1,1,0,17.08
0,1,1,0,0,0,0,1,1,0,0,12.11
0,1,1,0,0,0,0,1,0,1,0,8.46
0,1,0,1,0,0,0,0,1,1,0,13.68
0,1,0,1,0,0,0,1,1,0,0,93.78
0,1,0,0,1,0,0,1,0,1,1,17.04
0,1,0,0,1,0,0,0,1,1,0,158.73
0,1,0,0,1,0,0,1,1,0,0,154.35
1,0,0,0,0,0,1,1,1,0,0,91.96
1,0,0,0,0,0,1,0,1,1,0,9.86
1,0,0,0,0,1,0,0,1,1,0,134.0
1,0,1,0,0,0,0,0,1,1,0,90.5
1,0,0,0,0,1,0,1,0,1,0,157.82
1,0,0,0,1,0,0,0,1,1,0,156.44
1,0,1,0,0,0,0,1,1,0,0,82.91
1,0,1,0,0,0,0,1,0,1,0,11.73
1,0,0,0,1,0,0,1,0,1,0,130.81
1,0,0,0,1,0,0,1,1,0,0,13.51
1,0,0,0,1,0,0,1,0,1,1,130.78
1,0,0,0,1,0,0,1,1,0,1,8.98
1,1,0,0,1,0,0,0,0,1,0,6.2
1,1,0,1,0,0,0,0,0,1,0,9.99
1,1,0,0,1,0,0,0,1,0,1,6.48
1,1,0,0,0,1,0,1,0,0,0,6.55
1,1,0,0,0,1,0,0,1,0,0,8.4
1,1,0,0,0,1,0,0,0,1,0,11.49
1,1,0,0,1,0,0,0,0,1,1,17.15
