encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
1,0,0,1,0,0,0,1,1,1,0,15.17
1,0,0,0,1,0,0,1,1,1,1,14.16
1,0,0,0,0,1,0,1,1,1,0,17.36
1,0,0,0,1,0,0,0,1,1,1,15.47
1,0,0,0,0,0,1,1,0,1,0,26.34
1,0,0,1,0,0,0,1,1,0,0,15.48
1,0,1,0,0,0,0,1,1,1,0,17.97
1,1,0,0,1,0,0,0,1,1,0,16.49
1,1,0,0,0,1,0,1,0,1,0,14.96
1,1,0,0,0,0,1,1,1,0,0,14.48
1,1,0,0,0,1,0,1,1,0,0,100.06
1,1,0,0,1,0,0,1,1,1,1,15.47
1,1,1,0,0,0,0,1,1,0,0,15.27
1,1,0,0,1,0,0,0,1,1,1,14.12
1,1,0,0,1,0,0,1,1,0,0,14.03
1,1,0,0,0,1,0,0,1,1,0,15.47
1,1,0,0,0,0,1,1,0,1,0,13.19
1,1,1,0,0,0,0,1,0,0,0,166.94
1,1,0,1,0,0,0,1,0,1,0,17.27
1,1,0,0,1,0,0,1,0,1,0,14.15
1,1,0,0,0,0,1,0,1,1,0,14.32
1,1,0,0,1,0,0,1,0,1,1,23.19
1,1,0,0,1,0,0,1,1,0,1,100.33
1,1,0,0,1,0,0,0,1,0,0,166.47
1,1,1,0,0,0,0,0,0,1,0,10.95
0,1,0,0,1,0,0,1,0,1,0,15.47
1,1,1,0,0,0,0,0,1,0,0,14.94
0,1,0,0,0,1,0,1,1,0,0,18.35
1,1,0,0,0,0,1,0,0,1,0,23.34
1,1,0,1,0,0,0,0,1,0,0,16.74
1,1,0,0,0,0,1,0,1,0,0,26.05
1,1,0,1,0,0,0,1,0,0,0,23.1
1,1,0,0,1,0,0,1,0,0,0,15.27
1,0,0,0,0,1,0,1,1,0,0,14.0
1,1,0,1,0,0,0,0,0,0,0,10.97
1,1,0,0,1,0,0,0,0,0,0,11.29
1,1,0,0,0,1,0,0,0,0,0,11.31
1,1,0,0,0,0,1,0,0,0,0,10.98
1,1,0,0,0,0,1,1,0,0,0,19.96
1,1,0,0,1,0,0,0,0,0,1,11.3
1,0,1,0,0,0,0,1,0,0,0,13.99
1,0,1,0,0,0,0,0,1,0,0,11.37
1,0,1,0,0,0,0,0,0,1,0,11.05
1,0,0,0,1,0,0,1,0,0,0,15.48
1,0,0,0,1,0,0,0,1,0,0,10.95
1,0,0,0,1,0,0,0,0,1,0,15.17
1,0,0,0,0,1,0,1,0,0,0,14.48
1,0,0,0,0,1,0,0,1,0,0,15.18
1,0,0,0,0,1,0,0,0,1,0,14.15
1,0,0,0,0,0,1,1,0,0,0,11.44
1,0,0,0,0,0,1,0,1,0,0,10.96
1,0,0,0,0,0,1,0,0,1,0,11.05
1,0,0,1,0,0,0,1,0,1,0,11.27
1,0,0,0,1,0,0,1,0,0,1,14.01
1,0,0,1,0,0,0,0,1,1,0,10.95
1,0,0,0,1,0,0,0,1,0,1,10.9
1,0,0,0,1,0,0,0,0,1,1,14.31
0,1,1,0,0,0,0,1,0,0,0,11.39
0,1,1,0,0,0,0,0,1,0,0,100.08
0,1,1,0,0,0,0,0,0,1,0,100.51
0,1,0,1,0,0,0,0,0,1,0,100.59
0,1,0,0,1,0,0,1,0,0,0,15.18
0,1,0,0,1,0,0,0,1,0,0,19.54
0,1,0,0,0,1,0,1,0,0,0,16.41
0,1,0,0,0,1,0,0,1,0,0,13.85
0,1,0,0,0,1,0,0,0,1,0,23.2
0,1,0,0,0,0,1,1,0,0,0,23.09
0,1,0,0,0,0,1,0,1,0,0,99.65
0,1,0,0,0,0,1,0,0,1,0,10.91
0,1,0,1,0,0,0,1,0,1,0,12.9
0,1,0,0,1,0,0,1,0,0,1,23.4
0,1,0,0,1,0,0,0,1,0,1,11.28
0,1,0,0,1,0,0,0,0,1,1,99.91
0,0,1,0,0,0,0,1,1,0,0,14.02
0,0,1,0,0,0,0,0,1,1,0,14.96
0,0,0,1,0,0,0,1,0,1,0,166.53
0,0,0,1,0,0,0,0,1,1,0,15.26
0,0,0,0,1,0,0,1,1,0,0,15.46
0,0,0,0,1,0,0,1,0,1,0,14.95
0,0,0,0,1,0,0,0,1,1,0,14.64
0,0,0,0,0,1,0,1,1,0,0,15.26
0,0,0,0,0,1,0,1,0,1,0,11.6
0,0,0,0,0,1,0,0,1,1,0,11.3
0,0,0,0,0,0,1,1,1,0,0,14.95
0,0,0,0,0,0,1,1,0,1,0,14.95
0,0,0,0,0,0,1,0,1,1,0,167.12
0,0,1,0,0,0,0,1,1,1,0,11.62
0,0,0,0,1,0,0,1,1,0,1,11.3
0,0,0,0,1,0,0,1,0,1,1,15.16
0,0,0,0,0,1,0,1,1,1,0,11.62
0,0,0,1,0,0,0,1,1,1,0,11.01
0,0,0,0,1,0,0,1,1,1,0,15.26
0,1,0,0,0,0,1,0,1,1,0,14.94
0,1,0,0,0,0,1,1,0,1,0,18.02
0,1,0,0,0,0,1,1,1,0,0,26.03
0,1,0,0,1,0,0,0,1,1,1,15.48
0,0,0,0,1,0,0,1,1,1,1,22.71
0,1,1,0,0,0,0,0,1,1,0,26.34
0,1,1,0,0,0,0,1,1,0,0,16.67
0,1,1,0,0,0,0,1,0,1,0,14.51
0,1,0,1,0,0,0,0,1,1,0,22.68
0,1,0,1,0,0,0,1,1,0,0,100.62
0,1,0,0,1,0,0,1,0,1,1,23.12
0,1,0,0,1,0,0,0,1,1,0,163.83
0,1,0,0,1,0,0,1,1,0,0,166.86
1,0,0,0,0,0,1,1,1,0,0,99.77
1,0,0,0,0,0,1,0,1,1,0,14.87
1,0,0,0,0,1,0,0,1,1,0,166.76
1,0,1,0,0,0,0,0,1,1,0,100.1
1,0,0,0,0,1,0,1,0,1,0,163.3
1,0,0,0,1,0,0,0,1,1,0,166.85
1,0,1,0,0,0,0,1,1,0,0,99.54
1,0,1,0,0,0,0,1,0,1,0,16.08
1,0,0,0,1,0,0,1,0,1,0,163.71
1,0,0,0,1,0,0,1,1,0,0,19.68
1,0,0,0,1,0,0,1,0,1,1,163.78
1,0,0,0,1,0,0,1,1,0,1,13.49
1,1,0,0,1,0,0,0,0,1,0,11.3
1,1,0,1,0,0,0,0,0,1,0,14.96
1,1,0,0,1,0,0,0,1,0,1,11.33
1,1,0,0,0,1,0,1,0,0,0,11.66
1,1,0,0,0,1,0,0,1,0,0,14.09
1,1,0,0,0,1,0,0,0,1,0,17.52
1,1,0,0,1,0,0,0,0,1,1,26.02
