encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
1,1,0,0,1,0,0,1,1,1,1,37.62
1,1,1,0,0,0,0,1,1,0,0,37.63
1,1,0,0,1,0,0,0,1,1,1,37.53
1,1,0,0,1,0,0,1,1,0,0,37.56
1,1,0,0,0,1,0,0,1,1,0,37.62
1,1,0,0,0,0,1,1,0,1,0,36.35
1,1,1,0,0,0,0,1,0,0,0,62.0
1,1,0,1,0,0,0,1,0,1,0,39.31
1,1,0,0,1,0,0,1,0,1,0,36.48
1,1,0,0,0,0,1,0,1,1,0,36.49
1,1,0,0,1,0,0,1,0,1,1,40.44
1,1,0,0,1,0,0,1,1,0,1,51.13
1,1,0,0,1,0,0,0,1,0,0,62.02
1,1,1,0,0,0,0,0,0,1,0,34.51
0,1,0,0,1,0,0,1,0,1,0,37.68
1,1,1,0,0,0,0,0,1,0,0,35.75
0,1,0,0,0,1,0,1,1,0,0,38.69
1,1,0,0,0,0,1,0,0,1,0,39.25
1,1,0,1,0,0,0,0,1,0,0,39.28
1,1,0,0,0,0,1,0,1,0,0,39.52
1,1,0,1,0,0,0,1,0,0,0,40.41
1,1,0,0,1,0,0,1,0,0,0,37.61
1,0,0,0,0,1,0,1,1,0,0,37.55
1,1,0,1,0,0,0,0,0,0,0,34.77
1,1,0,0,1,0,0,0,0,0,0,33.39
1,1,0,0,0,1,0,0,0,0,0,33.44
1,1,0,0,0,0,1,0,0,0,0,34.48
1,1,0,0,0,0,1,1,0,0,0,37.42
1,1,0,0,1,0,0,0,0,0,1,34.52
1,0,1,0,0,0,0,1,0,0,0,37.57
1,0,1,0,0,0,0,0,1,0,0,34.53
1,0,1,0,0,0,0,0,0,1,0,34.51
1,0,0,0,1,0,0,1,0,0,0,37.64
1,0,0,0,1,0,0,0,1,0,0,34.5
1,0,0,0,1,0,0,0,0,1,0,37.62
1,0,0,0,0,1,0,1,0,0,0,36.47
1,0,0,0,0,1,0,0,1,0,0,37.63
1,0,0,0,0,1,0,0,0,1,0,37.6
1,0,0,0,0,0,1,1,0,0,0,34.54
1,0,0,0,0,0,1,0,1,0,0,34.46
1,0,0,0,0,0,1,0,0,1,0,34.52
1,0,0,1,0,0,0,1,0,1,0,33.39
1,0,0,0,1,0,0,1,0,0,1,36.43
1,0,0,1,0,0,0,0,1,1,0,34.49
1,0,0,0,1,0,0,0,1,0,1,34.5
1,0,0,0,1,0,0,0,0,1,1,37.59
0,1,1,0,0,0,0,1,0,0,0,34.47
0,1,1,0,0,0,0,0,1,0,0,51.1
0,1,1,0,0,0,0,0,0,1,0,51.27
0,1,0,1,0,0,0,0,0,1,0,48.15
0,1,0,0,1,0,0,1,0,0,0,37.6
0,1,0,0,1,0,0,0,1,0,0,37.36
0,1,0,0,0,1,0,1,0,0,0,39.3
0,1,0,0,0,1,0,0,1,0,0,35.18
0,1,0,0,0,1,0,0,0,1,0,40.43
0,1,0,0,0,0,1,1,0,0,0,40.41
0,1,0,0,0,0,1,0,1,0,0,48.37
0,1,0,0,0,0,1,0,0,1,0,33.42
0,1,0,1,0,0,0,1,0,1,0,36.29
0,1,0,0,1,0,0,1,0,0,1,40.34
0,1,0,0,1,0,0,0,1,0,1,34.48
0,1,0,0,1,0,0,0,0,1,1,51.1
0,0,1,0,0,0,0,1,1,0,0,36.44
0,0,1,0,0,0,0,0,1,1,0,37.56
0,0,0,1,0,0,0,1,0,1,0,61.99
0,0,0,1,0,0,0,0,1,1,0,37.61
0,0,0,0,1,0,0,1,1,0,0,37.63
0,0,0,0,1,0,0,1,0,1,0,37.6
0,0,0,0,1,0,0,0,1,1,0,37.6
0,0,0,0,0,1,0,1,1,0,0,36.56
0,0,0,0,0,1,0,1,0,1,0,34.59
0,0,0,0,0,1,0,0,1,1,0,34.52
0,0,0,0,0,0,1,1,1,0,0,36.53
0,0,0,0,0,0,1,1,0,1,0,37.6
0,0,0,0,0,0,1,0,1,1,0,61.98
0,0,1,0,0,0,0,1,1,1,0,34.57
0,0,0,0,1,0,0,1,1,0,1,34.58
0,0,0,0,1,0,0,1,0,1,1,36.6
0,0,0,0,0,1,0,1,1,1,0,34.56
0,0,0,1,0,0,0,1,1,1,0,34.57
0,0,0,0,1,0,0,1,1,1,0,37.6
0,1,0,0,0,0,1,0,1,1,0,37.59
0,1,0,0,0,0,1,1,0,1,0,38.69
0,1,0,0,0,0,1,1,1,0,0,39.51
0,1,0,0,1,0,0,0,1,1,1,35.76
0,0,0,0,1,0,0,1,1,1,1,36.49
0,1,1,0,0,0,0,0,1,1,0,39.53
0,1,1,0,0,0,0,1,1,0,0,39.28
0,1,1,0,0,0,0,1,0,1,0,35.75
0,1,0,1,0,0,0,0,1,1,0,35.38
0,1,0,1,0,0,0,1,1,0,0,51.16
0,1,0,0,1,0,0,1,0,1,1,39.32
0,1,0,0,1,0,0,0,1,1,0,59.0
0,1,0,0,1,0,0,1,1,0,0,62.0
1,0,0,0,0,0,1,1,1,0,0,48.14
1,0,0,0,0,0,1,0,1,1,0,37.6
1,0,0,0,0,1,0,0,1,1,0,62.01
1,0,1,0,0,0,0,0,1,1,0,47.07
1,0,0,0,0,1,0,1,0,1,0,59.03
1,0,0,0,1,0,0,0,1,1,0,61.98
1,0,1,0,0,0,0,1,1,0,0,48.48
1,0,1,0,0,0,0,1,0,1,0,39.32
1,0,0,0,1,0,0,1,0,1,0,59.01
1,0,0,0,1,0,0,1,1,0,0,37.45
1,0,0,0,1,0,0,1,0,1,1,59.01
1,0,0,0,1,0,0,1,1,0,1,35.2
1,1,0,0,1,0,0,0,0,1,0,34.53
1,1,0,1,0,0,0,0,0,1,0,37.62
1,1,0,0,1,0,0,0,1,0,1,34.54
1,1,0,0,0,1,0,1,0,0,0,33.44
1,1,0,0,0,1,0,0,1,0,0,35.72
1,1,0,0,0,1,0,0,0,1,0,38.67
1,1,0,0,1,0,0,0,0,1,1,39.55
