encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
1,0,0,0,0,1,0,1,1,1,0,3.19
1,0,0,0,1,0,0,0,1,1,1,3.15
1,0,0,0,0,0,1,1,0,1,0,3.2
1,0,0,1,0,0,0,1,1,0,0,3.15
1,0,1,0,0,0,0,1,1,1,0,3.2
1,1,0,0,1,0,0,0,1,1,0,3.19
1,1,0,0,0,1,0,1,0,1,0,3.15
1,1,0,0,0,0,1,1,1,0,0,3.15
1,1,0,0,0,1,0,1,1,0,0,4.04
1,1,0,0,1,0,0,1,1,1,1,3.14
1,1,1,0,0,0,0,1,1,0,0,3.15
1,1,0,0,1,0,0,0,1,1,1,3.13
1,1,0,0,1,0,0,1,1,0,0,3.14
1,1,0,0,0,1,0,0,1,1,0,3.13
1,1,0,0,0,0,1,1,0,1,0,0.25
1,1,1,0,0,0,0,1,0,0,0,4.03
1,1,0,1,0,0,0,1,0,1,0,3.21
1,1,0,0,1,0,0,1,0,1,0,3.13
1,1,0,0,0,0,1,0,1,1,0,3.13
1,1,0,0,1,0,0,1,0,1,1,3.19
1,1,0,0,1,0,0,1,1,0,1,4.01
1,1,0,0,1,0,0,0,1,0,0,4.04
1,1,1,0,0,0,0,0,0,1,0,0.21
0,1,0,0,1,0,0,1,0,1,0,3.13
1,1,1,0,0,0,0,0,1,0,0,0.27
0,1,0,0,0,1,0,1,1,0,0,3.2
1,1,0,0,0,0,1,0,0,1,0,3.22
1,1,0,1,0,0,0,0,1,0,0,3.19
1,1,0,0,0,0,1,0,1,0,0,3.2
1,1,0,1,0,0,0,1,0,0,0,3.2
1,1,0,0,1,0,0,1,0,0,0,3.13
1,0,0,0,0,1,0,1,1,0,0,3.13
1,1,0,1,0,0,0,0,0,0,0,0.21
1,1,0,0,1,0,0,0,0,0,0,0.2
1,1,0,0,0,1,0,0,0,0,0,0.2
1,1,0,0,0,0,1,0,0,0,0,0.21
1,1,0,0,0,0,1,1,0,0,0,0.26
1,1,0,0,1,0,0,0,0,0,1,0.22
1,0,1,0,0,0,0,1,0,0,0,3.14
1,0,1,0,0,0,0,0,1,0,0,0.21
1,0,1,0,0,0,0,0,0,1,0,0.21
1,0,0,0,1,0,0,1,0,0,0,3.15
1,0,0,0,1,0,0,0,1,0,0,0.21
1,0,0,0,1,0,0,0,0,1,0,3.15
1,0,0,0,0,1,0,1,0,0,0,3.13
1,0,0,0,0,1,0,0,1,0,0,3.13
1,0,0,0,0,1,0,0,0,1,0,3.14
1,0,0,0,0,0,1,1,0,0,0,0.2
1,0,0,0,0,0,1,0,1,0,0,0.21
1,0,0,0,0,0,1,0,0,1,0,0.21
1,0,0,1,0,0,0,1,0,1,0,0.2
1,0,0,0,1,0,0,1,0,0,1,3.12
1,0,0,1,0,0,0,0,1,1,0,0.2
1,0,0,0,1,0,0,0,1,0,1,0.21
1,0,0,0,1,0,0,0,0,1,1,3.15
0,1,1,0,0,0,0,1,0,0,0,0.2
0,1,1,0,0,0,0,0,1,0,0,4.03
0,1,1,0,0,0,0,0,0,1,0,4.03
0,1,0,1,0,0,0,0,0,1,0,1.1
0,1,0,0,1,0,0,1,0,0,0,3.15
0,1,0,0,1,0,0,0,1,0,0,0.28
0,1,0,0,0,1,0,1,0,0,0,3.19
0,1,0,0,0,1,0,0,1,0,0,0.27
0,1,0,0,0,1,0,0,0,1,0,3.21
0,1,0,0,0,0,1,1,0,0,0,3.2
0,1,0,0,0,0,1,0,1,0,0,1.11
0,1,0,0,0,0,1,0,0,1,0,0.21
0,1,0,1,0,0,0,1,0,1,0,0.26
0,1,0,0,1,0,0,1,0,0,1,3.2
0,1,0,0,1,0,0,0,1,0,1,0.19
0,1,0,0,1,0,0,0,0,1,1,4.03
0,0,1,0,0,0,0,1,1,0,0,3.14
0,0,1,0,0,0,0,0,1,1,0,3.15
0,0,0,1,0,0,0,1,0,1,0,4.03
0,0,0,1,0,0,0,0,1,1,0,3.16
0,0,0,0,1,0,0,1,1,0,0,3.15
0,0,0,0,1,0,0,1,0,1,0,3.13
0,0,0,0,1,0,0,0,1,1,0,3.14
0,0,0,0,0,1,0,1,1,0,0,3.13
0,0,0,0,0,1,0,1,0,1,0,0.21
0,0,0,0,0,1,0,0,1,1,0,0.2
0,0,0,0,0,0,1,1,1,0,0,3.13
0,0,0,0,0,0,1,1,0,1,0,3.15
0,0,0,0,0,0,1,0,1,1,0,4.03
0,0,1,0,0,0,0,1,1,1,0,0.21
0,0,0,0,1,0,0,1,1,0,1,0.22
0,0,0,0,1,0,0,1,0,1,1,3.13
0,0,0,0,0,1,0,1,1,1,0,0.22
0,0,0,1,0,0,0,1,1,1,0,0.21
0,0,0,0,1,0,0,1,1,1,0,3.15
0,1,0,0,0,0,1,0,1,1,0,3.15
0,1,0,0,0,0,1,1,0,1,0,3.21
0,1,0,0,0,0,1,1,1,0,0,3.2
0,1,0,0,1,0,0,0,1,1,1,0.28
0,0,0,0,1,0,0,1,1,1,1,0.28
0,1,1,0,0,0,0,0,1,1,0,3.2
0,1,1,0,0,0,0,1,1,0,0,3.2
0,1,1,0,0,0,0,1,0,1,0,0.27
0,1,0,1,0,0,0,0,1,1,0,0.29
0,1,0,1,0,0,0,1,1,0,0,4.04
0,1,0,0,1,0,0,1,0,1,1,3.2
0,1,0,0,1,0,0,0,1,1,0,1.11
0,1,0,0,1,0,0,1,1,0,0,4.04
1,0,0,0,0,0,1,1,1,0,0,1.11
1,0,0,0,0,0,1,0,1,1,0,3.15
1,0,0,0,0,1,0,0,1,1,0,4.03
1,0,1,0,0,0,0,0,1,1,0,1.11
1,0,0,0,0,1,0,1,0,1,0,1.12
1,0,0,0,1,0,0,0,1,1,0,4.04
1,0,1,0,0,0,0,1,1,0,0,1.11
1,0,1,0,0,0,0,1,0,1,0,3.18
1,0,0,0,1,0,0,1,0,1,0,1.12
1,0,0,0,1,0,0,1,1,0,0,0.28
1,0,0,0,1,0,0,1,0,1,1,1.12
1,0,0,0,1,0,0,1,1,0,1,0.27
1,1,0,0,1,0,0,0,0,1,0,0.21
1,1,0,1,0,0,0,0,0,1,0,3.15
1,1,0,0,1,0,0,0,1,0,1,0.22
1,1,0,0,0,1,0,1,0,0,0,0.22
1,1,0,0,0,1,0,0,1,0,0,0.27
1,1,0,0,0,1,0,0,0,1,0,3.19
1,1,0,0,1,0,0,0,0,1,1,3.21
