encryption,integrityCheck,bzip2,gzip,lzo,noBackend,zpaq,nice,multithreading,unlimitedWindowSize,disableLzoCompressibilityTesting,time
1,1,0,0,0,1,0,0,1,1,0,6.99
1,1,0,0,0,0,1,1,0,1,0,5.06
1,1,1,0,0,0,0,1,0,0,0,77.14
1,1,0,1,0,0,0,1,0,1,0,8.03
1,1,0,0,1,0,0,1,0,1,0,6.85
1,1,0,0,0,0,1,0,1,1,0,6.84
1,1,0,0,1,0,0,1,0,1,1,10.42
1,1,0,0,1,0,0,1,1,0,1,49.93
1,1,0,0,1,0,0,0,1,0,0,69.12
1,1,1,0,0,0,0,0,0,1,0,3.69
0,1,0,0,1,0,0,1,0,1,0,7.09
1,1,1,0,0,0,0,0,1,0,0,5.11
0,1,0,0,0,1,0,1,1,0,0,7.81
1,1,0,0,0,0,1,0,0,1,0,10.65
1,1,0,1,0,0,0,0,1,0,0,7.98
1,1,0,0,0,0,1,0,1,0,0,10.46
1,1,0,1,0,0,0,1,0,0,0,10.4
1,1,0,0,1,0,0,1,0,0,0,7.11
1,0,0,0,0,1,0,1,1,0,0,6.83
1,1,0,1,0,0,0,0,0,0,0,3.83
1,1,0,0,1,0,0,0,0,0,0,3.82
1,1,0,0,0,1,0,0,0,0,0,3.71
1,1,0,0,0,0,1,0,0,0,0,3.8
1,1,0,0,0,0,1,1,0,0,0,6.97
1,1,0,0,1,0,0,0,0,0,1,3.95
1,0,1,0,0,0,0,1,0,0,0,6.81
1,0,1,0,0,0,0,0,1,0,0,3.7
1,0,1,0,0,0,0,0,0,1,0,3.77
1,0,0,0,1,0,0,1,0,0,0,6.65
1,0,0,0,1,0,0,0,1,0,0,3.74
1,0,0,0,1,0,0,0,0,1,0,7.1
1,0,0,0,0,1,0,1,0,0,0,6.86
1,0,0,0,0,1,0,0,1,0,0,7.08
1,0,0,0,0,1,0,0,0,1,0,6.78
1,0,0,0,0,0,1,1,0,0,0,3.71
1,0,0,0,0,0,1,0,1,0,0,3.83
1,0,0,0,0,0,1,0,0,1,0,3.72
1,0,0,1,0,0,0,1,0,1,0,3.73
1,0,0,0,1,0,0,1,0,0,1,6.38
1,0,0,1,0,0,0,0,1,1,0,3.75
1,0,0,0,1,0,0,0,1,0,1,3.76
1,0,0,0,1,0,0,0,0,1,1,6.83
0,1,1,0,0,0,0,1,0,0,0,3.69
0,1,1,0,0,0,0,0,1,0,0,49.1
0,1,1,0,0,0,0,0,0,1,0,43.74
0,1,0,1,0,0,0,0,0,1,0,44.81
0,1,0,0,1,0,0,1,0,0,0,7.05
0,1,0,0,1,0,0,0,1,0,0,7.46
0,1,0,0,0,1,0,1,0,0,0,7.99
0,1,0,0,0,1,0,0,1,0,0,5.13
0,1,0,0,0,1,0,0,0,1,0,10.38
0,1,0,0,0,0,1,1,0,0,0,10.61
0,1,0,0,0,0,1,0,1,0,0,41.01
0,1,0,0,0,0,1,0,0,1,0,3.7
0,1,0,1,0,0,0,1,0,1,0,5.02
0,1,0,0,1,0,0,1,0,0,1,10.67
0,1,0,0,1,0,0,0,1,0,1,3.78
0,1,0,0,1,0,0,0,0,1,1,44.9
0,0,1,0,0,0,0,1,1,0,0,6.79
0,0,1,0,0,0,0,0,1,1,0,7.03
0,0,0,1,0,0,0,1,0,1,0,81.8
0,0,0,1,0,0,0,0,1,1,0,7.17
0,0,0,0,1,0,0,1,1,0,0,7.08
0,0,0,0,1,0,0,1,0,1,0,6.71
0,0,0,0,1,0,0,0,1,1,0,7.03
0,0,0,0,0,1,0,1,1,0,0,7.14
0,0,0,0,0,1,0,1,0,1,0,3.88
0,0,0,0,0,1,0,0,1,1,0,3.82
0,0,0,0,0,0,1,1,1,0,0,7.15
0,0,0,0,0,0,1,1,0,1,0,7.15
0,0,0,0,0,0,1,0,1,1,0,84.07
0,0,1,0,0,0,0,1,1,1,0,3.45
0,0,0,0,1,0,0,1,1,0,1,3.89
0,0,0,0,1,0,0,1,0,1,1,6.98
0,0,0,0,0,1,0,1,1,1,0,3.81
0,0,0,1,0,0,0,1,1,1,0,4.02
0,0,0,0,1,0,0,1,1,1,0,7.15
0,1,0,0,0,0,1,0,1,1,0,6.7
0,1,0,0,0,0,1,1,0,1,0,7.86
0,1,0,0,0,0,1,1,1,0,0,10.68
0,1,0,0,1,0,0,0,1,1,1,5.11
0,0,0,0,1,0,0,1,1,1,1,7.33
0,1,1,0,0,0,0,0,1,1,0,10.73
0,1,1,0,0,0,0,1,1,0,0,8.02
0,1,1,0,0,0,0,1,0,1,0,4.9
0,1,0,1,0,0,0,0,1,1,0,7.08
0,1,0,1,0,0,0,1,1,0,0,48.28
0,1,0,0,1,0,0,1,0,1,1,10.12
0,1,0,0,1,0,0,0,1,1,0,65.72
0,1,0,0,1,0,0,1,1,0,0,84.6
1,0,0,0,0,0,1,1,1,0,0,44.95
1,0,0,0,0,0,1,0,1,1,0,7.0
1,0,0,0,0,1,0,0,1,1,0,87.2
1,0,1,0,0,0,0,0,1,1,0,41.12
1,0,0,0,0,1,0,1,0,1,0,65.48
1,0,0,0,1,0,0,0,1,1,0,80.18
1,0,1,0,0,0,0,1,1,0,0,43.92
1,0,1,0,0,0,0,1,0,1,0,7.54
1,0,0,0,1,0,0,1,0,1,0,57.13
1,0,0,0,1,0,0,1,1,0,0,7.47
1,0,0,0,1,0,0,1,0,1,1,80.71
1,0,0,0,1,0,0,1,1,0,1,5.17
1,1,0,0,1,0,0,0,0,1,0,3.82
1,1,0,1,0,0,0,0,0,1,0,7.11
1,1,0,0,1,0,0,0,1,0,1,3.92
1,1,0,0,0,1,0,1,0,0,0,3.45
1,1,0,0,0,1,0,0,1,0,0,4.92
1,1,0,0,0,1,0,0,0,1,0,7.88
1,1,0,0,1,0,0,0,0,1,1,10.68
