OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,throughput
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,17797.5952625847
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,18526.4186281395
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12986.992452039
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13951.4141282736
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13294.90103533
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,13384.8601483017
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,17795.9372512899
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18119.9666856139
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,16312.3793991696
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13474.9764825858
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,14418.9404625918
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,19525.971755083
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13698.0465572221
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18433.5765730748
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,10609.6275459776
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,12756.5610427523
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,13774.5752547007
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13547.1168991749
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,13701.0887239598
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,14701.3263890964
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14785.5475605277
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13529.6096716245
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17106.9898024786
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13609.042033472
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12267.7488212795
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,13280.5082274827
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12173.0628789358
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16234.0219971557
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17826.1917769151
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19322.0952237179
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,18797.5430958948
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18202.8334953411
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15091.7008407342
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14273.6435893668
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,13887.8739885072
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13899.0362712059
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13756.8356508583
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13800.6303208857
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15135.2911666592
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,19431.5492805163
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14509.9795365964
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13697.8669048275
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14358.3773119763
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19549.6785466445
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13735.7000245516
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18624.1553726594
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,19003.0446420994
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19560.0722235383
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,12538.373709145
1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,10985.5800689099
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,14819.5920465719
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,13113.3190932182
1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,14649.4739207729
1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,14030.956360447
1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,13499.8522019992
1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,13724.4662075833
1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,15375.911975926
1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,13822.6286565756
1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,12339.3392474998
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,13541.950878609
1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,15141.247966216
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,13727.907737163
1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,13840.0880374358
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,13436.770776895
1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,11466.8224049233
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,13405.9907814859
1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,11815.3167145871
1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,12432.4521762146
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,12111.314329407
1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,12421.343811795
1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,12659.4110769037
1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,13612.8871416364
1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,12143.448828562
1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,12257.0634084209
1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,11993.0467346931
1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,13002.7587755728
1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,12975.6855975494
1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,11981.8533568246
0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,13158.6161278213
1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,10597.1656392715
1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,10009.133408109
1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,11889.159604995
1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,10504.132020667
1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,10433.8140495183
1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,12539.7515157209
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,10722.0455724716
1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,10258.1504489514
1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,10431.6000099348
1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,11045.293928633
1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,11392.265557082
1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,10439.3848540332
0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,11935.8475327691
1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,13426.8575761449
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,13525.4194035039
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,14117.1118708529
1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,14473.2190743179
1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,14484.1416867289
1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,14692.6647989841
1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,13717.9307541337
1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,13302.5377367801
1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,13658.4626533551
1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,13620.4260691061
1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,13586.9362263406
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,13863.0869134947
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,13888.5999127324
1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,13674.9403449313
1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,13529.0638263648
1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,13623.5266753019
1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,16577.6457525257
1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,13729.5168707213
1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,12139.8129182364
1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,13803.2543405178
1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,13639.4883019719
1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,14664.3493155916
1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,14687.2498255968
0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,13495.1468804648
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,13767.462698907
1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,13770.2018958733
1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,14044.1627733435
1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,13528.3484971858
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,13278.3572885177
0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,13526.1577855657
1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,13726.1495328534
1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,14088.7934724732
1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,13870.7974307066
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,13588.9493504088
1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,14860.3767917955
1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,13776.8120386676
1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,14944.889993162
0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,13550.913522943
1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,14571.9208510084
1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,14817.253293795
1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,13726.7675460731
1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,13267.7668430471
0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,13267.1688567169
1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,13599.966905655
1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,14356.7244848457
1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,13461.9531790315
1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,13501.072036069
1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,13434.6710918285
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,13765.6569687809
1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,13598.4468089754
1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,13537.6904119449
1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,16095.4101370702
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,13243.8115817052
1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,12777.8252018979
1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,13789.9421958904
1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,13699.3860747381
1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,14769.4849728741
1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,15026.1713175433
0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,13716.6101137848
1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,13894.9653500122
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,14638.3882182932
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,15242.0170792247
1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,15261.0623386775
1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,14784.6530751914
0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,15127.8777130769
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,13235.4007195296
1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,12934.1287468552
1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,13747.3553349155
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,13568.4704614398
1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,13771.1563777312
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,13496.0208359987
1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,12984.2620723891
1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,13624.1774235194
1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,12857.5438669876
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,14110.3240709574
0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,13613.1311201497
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,14579.543025276
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,13840.2054743348
0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,13325.9864765668
1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,12000.2741471235
0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,16373.3195935634
1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,12725.2765336407
0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,13441.969015181
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,13551.6802237002
1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,10896.7124917362
0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,15843.3125307699
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,12671.5376098347
0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,13782.0385513352
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13548.7632449265
1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,13629.1699564204
1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,10578.0212806086
0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,13086.504165262
0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,11959.0540048114
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18751.8537378886
1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,12147.1853869308
0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,12012.7806838567
0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,13580.6824784329
1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,13280.8719468743
0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,17092.3556307532
1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,13994.2654555482
1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,13367.6893329699
1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,12200.0031924426
0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,13325.9603527075
0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,11536.68028092
0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,13953.5449232375
1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,10943.3836428011
1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,13657.6976671469
1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,15112.1857745733
0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,11826.4715964933
1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,10032.2815471229
0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,13327.4668846121
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,16480.6657703724
1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,13349.7466079455
1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,13773.09621676
1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,11164.5791774952
1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,12171.2318506358
1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,13514.5499788214
0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,12329.2842671493
0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,12087.2814147039
0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,13523.0584047713
0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,16609.2795480785
1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,11207.582079471
1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,11502.7129806271
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12853.4750980454
1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,13472.6716648697
1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,10911.5287106642
0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,13352.071950292
1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,12607.5987482858
0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,10941.4412741345
1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,11838.7255724568
1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,11633.5523759854
1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,15108.8064693161
1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,14488.0599063564
0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,13525.2092665781
0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,19645.5800844752
0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,14399.8953708035
0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,12893.418543497
1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,12711.6525545665
1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,12137.2479022794
0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,13657.8658296296
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12277.1745340489
1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,10914.7012512884
0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,14077.9686605299
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,15147.9365674541
1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,13609.7328445489
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,13716.7988375013
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13724.1108210946
0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,14409.3916112678
1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,15361.4839198233
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,19064.9019855027
0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,14934.1946428555
1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,13537.787832222
1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,13023.6690973777
1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,12993.813267642
