OPTIMIZE_IN_SELECT,OPTIMIZE_INSERT_FROM_SELECT,OPTIMIZE_TWO_EQUALS,OPTIMIZE_IN_LIST,OPTIMIZE_EVALUATABLE_SUBQUERIES,PAGE_STORE_TRIM,RECOMPILE_ALWAYS,COMPRESS,IGNORE_CATALOGS,OPTIMIZE_OR,PAGE_STORE_INTERNAL_COUNT,REUSE_SPACE,DROP_RESTRICT,DEFRAG_ALWAYS,OPTIMIZE_DISTINCT,MVSTORE,throughput
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,17484.0818271994
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12815.1583032117
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12579.9925879761
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12903.4412773875
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12835.9619064761
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12541.2884235547
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13186.0971670447
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12455.7082244632
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12688.7143572706
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11754.228684064
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13088.3661805932
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12298.3879055604
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,13017.0877945276
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12570.1044754118
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12392.3786846656
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,18392.9140859184
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,18780.9476318777
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12310.5098334823
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,12517.1513291925
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11794.807449825
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18289.872019752
0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,12465.9545575296
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,18374.2636145477
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,12788.1993657249
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12418.1122438914
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13062.5621690598
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18852.03773914
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11618.0673119549
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,18154.4392326606
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,18528.5035264986
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11974.8519293592
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11652.4873839402
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,16763.9395742266
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12427.2453999029
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,17689.0842230182
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,12852.4905610869
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12144.1876937576
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18048.2511404859
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12635.4903771473
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12733.1469408797
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11897.8632122496
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,12832.5079744082
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,11846.7627821825
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,12540.7010317886
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12962.4061098417
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12680.9059756793
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11983.7791004723
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12303.0715612578
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,19139.3725147085
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,17473.1715785328
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,15182.7096369092
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,17947.4085919485
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12604.2946795171
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,18711.6001492207
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,18282.70413174
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,11857.1035379908
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12698.4585032823
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12162.0606786575
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,17050.6937882843
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,14840.8760944656
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18108.8370301329
0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,13264.5286824443
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,12571.7525602918
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11716.3817074406
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,19033.6927551815
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12511.2116734769
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18122.8448162017
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,13535.9460553379
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,17015.4470858701
0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,12032.9925451305
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12211.3772949929
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,17840.919262179
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13136.6811155245
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12585.4803342728
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12244.6179257017
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15090.805396244
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12186.516198069
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11796.8779466823
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11635.605078131
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,11620.2436669967
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15267.4946886658
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18645.9142789085
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18632.7290161389
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,18691.7454364104
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18445.8963381207
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17305.3526743053
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12748.4575892
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12833.6183581555
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11901.8706390396
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12160.5138046897
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12235.2990764275
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13204.1664502026
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,18175.2652859323
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12492.8512456539
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12865.385250775
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12649.4634349612
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18466.6903528615
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12487.823220711
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17603.3465251944
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18667.2505181736
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17896.371821336
1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,11839.3986430566
1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,14093.31118525
1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,12679.6433461161
1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,11512.3463207174
1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,12314.1666898264
1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,11666.8346530568
1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,11726.8924721492
1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,11491.7519979943
1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,12898.7073029869
1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,11853.1084420358
1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,10545.8651274495
1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,11808.6406711268
1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,12496.1188612742
1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,11776.702009481
1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,11902.567116284
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,11567.9387906673
1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,14176.9067546428
1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,11486.0924984423
1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,11447.9595068249
1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,11787.3408855032
1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,11355.9694185636
1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,11283.2833331453
1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,11751.9459842274
1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,12162.3494421091
1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,11516.9922110582
1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,11675.2219442198
1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,10939.6516757517
1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,11611.8827361859
1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,11822.8314018921
1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,11457.5354376355
0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,11060.6793961002
1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,14121.870635863
1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,13981.3593709644
1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,14129.3551110189
1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,14028.7144102594
1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,14004.9593575689
1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,14109.0255808589
1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,16958.8208075752
1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,14344.1022755134
1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,13838.7033400925
1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,13984.6511700191
1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,13969.1974539325
1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,14211.8544753891
0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,14053.5226361294
1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,11829.8571091276
1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,12117.6336193823
1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,12287.4578004467
1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,12049.5047071019
1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,11916.6272274522
1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,12755.5549748673
1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,11935.7888555539
1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,12031.0975702175
1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,11902.1696517792
1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,10793.9614151153
1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,11953.3552369795
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,11628.4307859562
1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,11552.7003357695
1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,11602.8719675467
1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,11444.3845397809
1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,11686.6588926274
1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,12775.7472149207
1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,11809.4744447985
1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,11483.9346551067
1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,12084.2425480871
1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,11664.7402599363
1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,12495.8955901984
1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,12108.3596174382
0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,12061.5057459783
1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,11859.9726480986
1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,12041.1508551868
1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,11193.5640912518
1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,11797.7431612212
1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,11443.5951243376
0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,11961.663279103
1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,11299.2328297173
1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,11461.5224315996
1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,11977.0923552836
0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,11451.9432988376
1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,12639.3276799851
1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,12148.4294353073
1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,12179.8244513824
0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,11568.1822765876
1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,12464.726646423
1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,12376.0123822974
1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,11740.605428135
1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,12043.5291061678
0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,11788.8088088779
1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,11820.5827083761
1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,12544.5051068589
1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,11689.1748997228
1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,11502.6217139074
1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,11184.6879420545
1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,11864.4498844546
1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,11596.9362481624
1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,9544.84500028133
1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,12409.7035746616
0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,11781.1009226257
1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,11636.7979694117
1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,11890.0051998496
1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,11239.5415226896
1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,12790.3748006524
1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,12375.4648130472
0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,12046.7074726195
1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,11578.902733773
1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,12491.881909031
1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,12573.7877163103
1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,11407.8468333199
1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,12072.6180825322
0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,12657.7848310225
0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,11902.5763929042
1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,11623.9348361663
1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,11809.5423457025
0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,11830.7308260071
1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,11629.9141587565
0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,11839.7325838258
1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,11509.3959391647
1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,11811.054533258
1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,11509.0073211354
1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,11619.7199745165
0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,11740.8177317434
1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,12538.3557524459
1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,11869.2502596675
0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,11615.5747314195
1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,11625.4660259761
0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,13527.6260951967
1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,11663.7229180855
0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,11920.9076961836
0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,11416.6146285955
1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,14015.5383297209
0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,15164.3375928706
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,11472.9189207967
0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,11799.3634798558
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,12313.1244469055
1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,11295.8061823346
1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,14348.8219173446
0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,11378.0813992491
0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,11935.3300296431
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,17943.5009542485
1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,14621.7254774637
0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,14134.1056724313
0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,11628.1133785621
1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,11687.8257954451
0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,18482.2802423371
1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,12021.7285196319
1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,11860.1373933107
1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,11699.0529875529
0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,11962.7329852941
0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,16803.1175535309
0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,12017.0328371518
1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,14020.0605692676
1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,12049.6841612194
1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,10742.6998559198
0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,11686.951810313
1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,14108.5609426968
0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,11935.8715739509
0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,15463.484843146
1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,11724.4017973102
1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,11470.7386226225
1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,14103.8134165106
1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,16384.0368867733
1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,11669.1615617036
0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,16060.9441728009
0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,11656.3564188064
0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,11727.9335697667
0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,14972.7681304218
1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,13907.8499637833
1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,14762.0234733282
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11783.1282883157
1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,11717.9590744103
1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,14045.0114564356
0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,11482.2293480261
1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,11911.8655920179
0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,13987.145294025
1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,14459.3110756196
1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,16872.2559621422
1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,11768.872626013
1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,17560.3727374044
0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,12043.2487886646
0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,19228.9180133477
0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,12443.4787970631
0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,11643.7130070646
1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,11785.7446732219
1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,11368.9417220716
0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,11803.5023913926
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11671.7990898679
1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,13925.6395079244
0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,17021.6359061078
0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,17343.837039148
1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,11506.3057292715
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,16920.1143080937
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,11921.0812157639
0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,17227.9159872873
1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,17826.7342224919
0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,18258.0107134212
0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,12347.8819607734
1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,11891.1744559391
1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,11497.8844681233
1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,14282.7505077882
